aircraft_id,model,manufacturer,capacity,manufacture_year,status,airline
AC00922,E190,Embraer,114,2011,Active,PacificAero
AC00923,A320neo,Airbus,186,2017,Retired,AtlanticJet
AC00924,A321neo,Airbus,244,2025,Active,SkyBridge
AC00925,A321neo,Airbus,244,2018,Active,AeroSky
AC00926,B787-9,Boeing,296,2007,Maintenance,AeroSky
AC00927,A350-900,Airbus,325,2024,Retired,AeroSky
AC00928,A320neo,Airbus,186,2010,Active,AeroSky
AC00929,A321neo,Airbus,244,2009,Active,GlobalWings
AC00930,A350-900,Airbus,325,2016,Retired,PacificAero
AC00931,A321neo,Airbus,244,2013,Active,SkyBridge
AC00932,B787-9,Boeing,296,2013,Active,AeroSky
AC00933,A320neo,Airbus,186,2018,Active,PacificAero
AC00934,B737-800,Boeing,189,2013,Retired,AtlanticJet
AC00935,B737-800,Boeing,189,2020,Maintenance,PacificAero
AC00936,A320neo,Airbus,186,2006,Maintenance,PacificAero
AC00937,B787-9,Boeing,296,2016,Active,SkyBridge
AC00938,B737-800,Boeing,189,2023,Active,GlobalWings
AC00939,A321neo,Airbus,244,2021,Active,AeroSky
AC00940,B737-800,Boeing,189,2012,Active,NovaAir
AC00941,A320neo,Airbus,186,2017,Active,GlobalWings
AC00942,B737-800,Boeing,189,2022,Maintenance,GlobalWings
AC00943,A320neo,Airbus,186,2012,Maintenance,AtlanticJet
AC00944,A320neo,Airbus,186,2013,Active,PacificAero
AC00945,A320neo,Airbus,186,2008,Retired,AtlanticJet
AC00946,B737-800,Boeing,189,2010,Active,PacificAero
AC00947,B737-800,Boeing,189,2017,Active,NovaAir
AC00948,A320neo,Airbus,186,2014,Active,AeroSky
AC00949,E190,Embraer,114,2019,Active,SkyBridge
AC00950,B787-9,Boeing,296,2014,Retired,SkyBridge
AC00951,A321neo,Airbus,244,2024,Active,NovaAir
AC00952,A320neo,Airbus,186,2023,Maintenance,GlobalWings
AC00953,A321neo,Airbus,244,2022,Active,GlobalWings
AC00954,B737-800,Boeing,189,2018,Active,GlobalWings
AC00955,E190,Embraer,114,2016,Active,SkyBridge
AC00956,B737-800,Boeing,189,2017,Active,AeroSky
AC00957,B787-9,Boeing,296,2021,Active,NovaAir
AC00958,A350-900,Airbus,325,2006,Active,AtlanticJet
AC00959,A320neo,Airbus,186,2007,Active,GlobalWings
AC00960,E190,Embraer,114,2018,Active,NovaAir
AC00961,A321neo,Airbus,244,2007,Retired,AeroSky
AC00962,E190,Embraer,114,2009,Maintenance,AeroSky
AC00963,E190,Embraer,114,2023,Active,NovaAir
AC00964,A321neo,Airbus,244,2009,Active,SkyBridge
AC00965,A320neo,Airbus,186,2015,Maintenance,AtlanticJet
AC00966,A321neo,Airbus,244,2015,Active,NovaAir
AC00967,A320neo,Airbus,186,2012,Active,GlobalWings
AC00968,B787-9,Boeing,296,2023,Active,GlobalWings
AC00969,B737-800,Boeing,189,2010,Maintenance,NovaAir
AC00970,A320neo,Airbus,186,2018,Active,PacificAero
AC00971,A320neo,Airbus,186,2011,Maintenance,SkyBridge
AC00972,A350-900,Airbus,325,2013,Active,AeroSky
AC00973,B787-9,Boeing,296,2014,Retired,AeroSky
AC00974,B787-9,Boeing,296,2015,Active,AeroSky
AC00975,A321neo,Airbus,244,2012,Active,NovaAir
AC00976,E190,Embraer,114,2006,Active,SkyBridge
AC00977,B787-9,Boeing,296,2005,Maintenance,NovaAir
AC00978,E190,Embraer,114,2022,Active,AeroSky
AC00979,A350-900,Airbus,325,2008,Active,AeroSky
AC00980,B737-800,Boeing,189,2006,Active,GlobalWings
AC00981,B787-9,Boeing,296,2017,Active,AtlanticJet
AC00982,A321neo,Airbus,244,2025,Active,PacificAero
AC00983,E190,Embraer,114,2013,Active,AeroSky
AC00984,B737-800,Boeing,189,2011,Maintenance,GlobalWings
AC00985,B737-800,Boeing,189,2015,Active,AeroSky
AC00986,A350-900,Airbus,325,2006,Active,PacificAero
AC00987,A350-900,Airbus,325,2017,Maintenance,AeroSky
AC00988,A350-900,Airbus,325,2018,Active,SkyBridge
AC00989,B787-9,Boeing,296,2010,Active,SkyBridge
AC00990,A350-900,Airbus,325,2009,Active,PacificAero
AC00991,E190,Embraer,114,2024,Active,AtlanticJet
AC00992,A320neo,Airbus,186,2020,Maintenance,PacificAero
AC00993,A350-900,Airbus,325,2006,Active,SkyBridge
AC00994,A350-900,Airbus,325,2009,Maintenance,GlobalWings
AC00995,A321neo,Airbus,244,2021,Active,AtlanticJet
AC00996,E190,Embraer,114,2005,Maintenance,AtlanticJet
AC00997,A320neo,Airbus,186,2020,Retired,NovaAir
AC00998,A320neo,Airbus,186,2023,Retired,SkyBridge
AC00999,A350-900,Airbus,325,2013,Active,AeroSky
AC01000,A320neo,Airbus,186,2024,Active,AeroSky
AC01001,A320neo,Airbus,186,2006,Maintenance,PacificAero
AC01002,A320neo,Airbus,186,2023,Active,GlobalWings
AC01003,B737-800,Boeing,189,2012,Active,SkyBridge
AC01004,E190,Embraer,114,2006,Active,PacificAero
AC01005,A350-900,Airbus,325,2016,Active,GlobalWings
AC01006,B787-9,Boeing,296,2023,Active,AtlanticJet
AC01007,A321neo,Airbus,244,2016,Retired,AeroSky
AC01008,A321neo,Airbus,244,2016,Retired,PacificAero
AC01009,B787-9,Boeing,296,2023,Active,NovaAir
AC01010,E190,Embraer,114,2014,Active,NovaAir
AC01011,B737-800,Boeing,189,2007,Active,GlobalWings
AC01012,E190,Embraer,114,2012,Active,PacificAero
AC01013,A350-900,Airbus,325,2005,Active,PacificAero
AC01014,B787-9,Boeing,296,2009,Active,AtlanticJet
AC01015,B787-9,Boeing,296,2015,Active,AeroSky
AC01016,B787-9,Boeing,296,2023,Active,AeroSky
AC01017,E190,Embraer,114,2016,Active,SkyBridge
AC01018,A321neo,Airbus,244,2017,Retired,AeroSky
AC01019,A320neo,Airbus,186,2014,Active,GlobalWings
AC01020,B787-9,Boeing,296,2018,Maintenance,AtlanticJet
AC01021,A320neo,Airbus,186,2010,Retired,AtlanticJet
AC01022,E190,Embraer,114,2016,Active,AtlanticJet
AC01023,E190,Embraer,114,2010,Maintenance,SkyBridge
AC01024,A321neo,Airbus,244,2014,Active,GlobalWings
AC01025,A321neo,Airbus,244,2005,Retired,NovaAir
AC01026,E190,Embraer,114,2006,Active,PacificAero
AC01027,A320neo,Airbus,186,2024,Active,AtlanticJet
AC01028,E190,Embraer,114,2008,Maintenance,GlobalWings
AC01029,A320neo,Airbus,186,2007,Active,SkyBridge
AC01030,A320neo,Airbus,186,2010,Active,AtlanticJet
AC01031,A321neo,Airbus,244,2025,Active,NovaAir
AC01032,B737-800,Boeing,189,2013,Active,GlobalWings
AC01033,A321neo,Airbus,244,2007,Active,SkyBridge
AC01034,B737-800,Boeing,189,2005,Active,NovaAir
AC01035,A350-900,Airbus,325,2018,Active,NovaAir
AC01036,A350-900,Airbus,325,2017,Active,PacificAero
AC01037,A350-900,Airbus,325,2008,Maintenance,PacificAero
AC01038,A321neo,Airbus,244,2012,Active,NovaAir
AC01039,B737-800,Boeing,189,2006,Active,AeroSky
AC01040,A320neo,Airbus,186,2013,Active,AeroSky
AC01041,A320neo,Airbus,186,2010,Maintenance,GlobalWings
AC01042,A321neo,Airbus,244,2007,Retired,AeroSky
AC01043,A320neo,Airbus,186,2024,Retired,NovaAir
AC01044,A321neo,Airbus,244,2005,Maintenance,AtlanticJet
AC01045,B787-9,Boeing,296,2024,Maintenance,GlobalWings
AC01046,B737-800,Boeing,189,2008,Active,GlobalWings
AC01047,B787-9,Boeing,296,2018,Retired,AtlanticJet
AC01048,A321neo,Airbus,244,2022,Active,AtlanticJet
AC01049,A320neo,Airbus,186,2014,Active,AeroSky
AC01050,B737-800,Boeing,189,2017,Retired,PacificAero
AC01051,A350-900,Airbus,325,2009,Active,SkyBridge
AC01052,B737-800,Boeing,189,2018,Active,SkyBridge
AC01053,A321neo,Airbus,244,2025,Retired,NovaAir
AC01054,B787-9,Boeing,296,2008,Active,GlobalWings
AC01055,B787-9,Boeing,296,2025,Active,AeroSky
AC01056,A350-900,Airbus,325,2008,Active,NovaAir
AC01057,A350-900,Airbus,325,2020,Active,AeroSky
AC01058,A321neo,Airbus,244,2022,Maintenance,GlobalWings
AC01059,A320neo,Airbus,186,2017,Active,GlobalWings
AC01060,A350-900,Airbus,325,2006,Active,NovaAir
AC01061,A350-900,Airbus,325,2013,Active,SkyBridge
AC01062,E190,Embraer,114,2006,Active,AtlanticJet
AC01063,A321neo,Airbus,244,2008,Active,AtlanticJet
AC01064,A320neo,Airbus,186,2022,Maintenance,PacificAero
AC01065,B787-9,Boeing,296,2022,Active,NovaAir
AC01066,E190,Embraer,114,2018,Retired,AtlanticJet
AC01067,A350-900,Airbus,325,2023,Active,NovaAir
AC01068,A320neo,Airbus,186,2007,Maintenance,AtlanticJet
AC01069,B737-800,Boeing,189,2021,Retired,PacificAero
AC01070,E190,Embraer,114,2024,Active,AeroSky
AC01071,A350-900,Airbus,325,2010,Active,GlobalWings
AC01072,B787-9,Boeing,296,2009,Active,NovaAir
AC01073,B737-800,Boeing,189,2018,Active,AtlanticJet
AC01074,B787-9,Boeing,296,2024,Active,SkyBridge
AC01075,A321neo,Airbus,244,2007,Active,NovaAir
AC01076,E190,Embraer,114,2017,Retired,SkyBridge
AC01077,A320neo,Airbus,186,2021,Maintenance,AeroSky
AC01078,A321neo,Airbus,244,2024,Retired,PacificAero
AC01079,A350-900,Airbus,325,2008,Maintenance,GlobalWings
AC01080,B787-9,Boeing,296,2023,Retired,PacificAero
AC01081,B737-800,Boeing,189,2008,Retired,AeroSky
AC01082,A320neo,Airbus,186,2022,Active,NovaAir
AC01083,A320neo,Airbus,186,2017,Maintenance,PacificAero
AC01084,E190,Embraer,114,2020,Active,GlobalWings
AC01085,A320neo,Airbus,186,2017,Active,PacificAero
AC01086,E190,Embraer,114,2017,Active,NovaAir
AC01087,A320neo,Airbus,186,2012,Active,AtlanticJet
AC01088,A350-900,Airbus,325,2013,Active,AeroSky
AC01089,A320neo,Airbus,186,2014,Active,SkyBridge
AC01090,A350-900,Airbus,325,2008,Active,GlobalWings
AC01091,A320neo,Airbus,186,2019,Active,SkyBridge
AC01092,A321neo,Airbus,244,2018,Retired,AtlanticJet
AC01093,B737-800,Boeing,189,2011,Maintenance,GlobalWings
AC01094,A350-900,Airbus,325,2020,Retired,SkyBridge
AC01095,B737-800,Boeing,189,2021,Active,AeroSky
AC01096,A320neo,Airbus,186,2021,Maintenance,GlobalWings
AC01097,E190,Embraer,114,2023,Active,GlobalWings
AC01098,B787-9,Boeing,296,2011,Active,GlobalWings
AC01099,B737-800,Boeing,189,2019,Active,SkyBridge
AC01100,A321neo,Airbus,244,2011,Active,SkyBridge
AC01101,A350-900,Airbus,325,2021,Maintenance,AtlanticJet
AC01102,B737-800,Boeing,189,2005,Active,SkyBridge
AC01103,A350-900,Airbus,325,2024,Maintenance,GlobalWings
AC01104,A350-900,Airbus,325,2023,Retired,SkyBridge
AC01105,A320neo,Airbus,186,2010,Active,AtlanticJet
AC01106,A321neo,Airbus,244,2007,Active,AeroSky
AC01107,A350-900,Airbus,325,2006,Active,PacificAero
AC01108,B787-9,Boeing,296,2012,Active,AtlanticJet
AC01109,B787-9,Boeing,296,2013,Maintenance,PacificAero
AC01110,B737-800,Boeing,189,2005,Maintenance,GlobalWings
AC01111,A321neo,Airbus,244,2010,Retired,AeroSky
AC01112,B787-9,Boeing,296,2013,Retired,SkyBridge
AC01113,A321neo,Airbus,244,2025,Active,NovaAir
AC01114,A350-900,Airbus,325,2016,Maintenance,SkyBridge
AC01115,B787-9,Boeing,296,2019,Active,AtlanticJet
AC01116,E190,Embraer,114,2024,Maintenance,PacificAero
AC01117,B737-800,Boeing,189,2005,Retired,AtlanticJet
AC01118,A320neo,Airbus,186,2022,Retired,PacificAero
AC01119,A320neo,Airbus,186,2014,Active,NovaAir
AC01120,B737-800,Boeing,189,2015,Active,AtlanticJet
AC01121,A320neo,Airbus,186,2013,Active,AtlanticJet
AC01122,A321neo,Airbus,244,2025,Active,GlobalWings
AC01123,B787-9,Boeing,296,2021,Active,AeroSky
AC01124,E190,Embraer,114,2017,Active,AtlanticJet
AC01125,B787-9,Boeing,296,2005,Maintenance,SkyBridge
AC01126,A320neo,Airbus,186,2018,Maintenance,NovaAir
AC01127,A321neo,Airbus,244,2006,Retired,AtlanticJet
AC01128,E190,Embraer,114,2011,Active,AtlanticJet
AC01129,A321neo,Airbus,244,2012,Retired,AtlanticJet
AC01130,A350-900,Airbus,325,2016,Retired,SkyBridge
AC01131,B787-9,Boeing,296,2022,Active,SkyBridge
AC01132,B737-800,Boeing,189,2020,Active,AtlanticJet
AC01133,A320neo,Airbus,186,2022,Active,AtlanticJet
AC01134,A320neo,Airbus,186,2025,Active,GlobalWings
AC01135,A320neo,Airbus,186,2012,Active,NovaAir
AC01136,A320neo,Airbus,186,2016,Active,PacificAero
AC01137,A320neo,Airbus,186,2019,Active,NovaAir
AC01138,B737-800,Boeing,189,2025,Retired,PacificAero
AC01139,E190,Embraer,114,2007,Maintenance,GlobalWings
AC01140,E190,Embraer,114,2008,Maintenance,PacificAero
AC01141,A320neo,Airbus,186,2018,Active,GlobalWings
AC01142,B787-9,Boeing,296,2011,Active,NovaAir
AC01143,E190,Embraer,114,2019,Active,SkyBridge
AC01144,A321neo,Airbus,244,2010,Active,NovaAir
AC01145,A320neo,Airbus,186,2025,Active,SkyBridge
AC01146,A321neo,Airbus,244,2006,Active,NovaAir
AC01147,A320neo,Airbus,186,2011,Active,PacificAero
AC01148,B787-9,Boeing,296,2020,Active,GlobalWings
AC01149,E190,Embraer,114,2018,Maintenance,NovaAir
AC01150,A350-900,Airbus,325,2020,Maintenance,AeroSky
AC01151,B737-800,Boeing,189,2022,Active,AtlanticJet
AC01152,A320neo,Airbus,186,2005,Active,PacificAero
AC01153,B787-9,Boeing,296,2005,Active,AtlanticJet
AC01154,A321neo,Airbus,244,2012,Active,AtlanticJet
AC01155,A320neo,Airbus,186,2014,Active,AeroSky
AC01156,A350-900,Airbus,325,2021,Retired,SkyBridge
AC01157,B787-9,Boeing,296,2007,Active,SkyBridge
AC01158,A320neo,Airbus,186,2019,Retired,PacificAero
AC01159,E190,Embraer,114,2015,Maintenance,AtlanticJet
AC01160,B787-9,Boeing,296,2015,Maintenance,SkyBridge
AC01161,B787-9,Boeing,296,2010,Maintenance,AeroSky
AC01162,B787-9,Boeing,296,2012,Active,GlobalWings
AC01163,A321neo,Airbus,244,2005,Retired,PacificAero
AC01164,B787-9,Boeing,296,2008,Active,AtlanticJet
AC01165,A321neo,Airbus,244,2006,Maintenance,AtlanticJet
AC01166,A320neo,Airbus,186,2022,Retired,AeroSky
AC01167,E190,Embraer,114,2006,Active,AtlanticJet
AC01168,B737-800,Boeing,189,2006,Active,NovaAir
AC01169,A350-900,Airbus,325,2017,Active,PacificAero
AC01170,A320neo,Airbus,186,2020,Active,GlobalWings
AC01171,A321neo,Airbus,244,2025,Active,SkyBridge
AC01172,A350-900,Airbus,325,2008,Retired,SkyBridge
AC01173,E190,Embraer,114,2024,Active,NovaAir
AC01174,B737-800,Boeing,189,2021,Retired,AeroSky
AC01175,A320neo,Airbus,186,2008,Active,NovaAir
AC01176,B787-9,Boeing,296,2024,Active,SkyBridge
AC01177,E190,Embraer,114,2011,Active,AtlanticJet
AC01178,A350-900,Airbus,325,2014,Active,AeroSky
AC01179,E190,Embraer,114,2020,Active,AtlanticJet
AC01180,A350-900,Airbus,325,2015,Active,AeroSky
AC01181,B737-800,Boeing,189,2007,Active,PacificAero
AC01182,A321neo,Airbus,244,2020,Active,AeroSky
AC01183,E190,Embraer,114,2007,Active,SkyBridge
AC01184,A321neo,Airbus,244,2012,Maintenance,SkyBridge
AC01185,A320neo,Airbus,186,2019,Active,AeroSky
AC01186,B787-9,Boeing,296,2006,Active,SkyBridge
AC01187,A321neo,Airbus,244,2015,Maintenance,AtlanticJet
AC01188,B737-800,Boeing,189,2008,Active,AeroSky
AC01189,B787-9,Boeing,296,2025,Active,SkyBridge
AC01190,A320neo,Airbus,186,2019,Retired,SkyBridge
AC01191,A321neo,Airbus,244,2007,Active,SkyBridge
AC01192,B787-9,Boeing,296,2008,Maintenance,NovaAir
AC01193,A350-900,Airbus,325,2013,Maintenance,AtlanticJet
AC01194,A350-900,Airbus,325,2018,Active,AeroSky
AC01195,B787-9,Boeing,296,2006,Active,AeroSky
AC01196,A350-900,Airbus,325,2023,Maintenance,PacificAero
AC01197,A321neo,Airbus,244,2019,Active,PacificAero
AC01198,A350-900,Airbus,325,2016,Retired,AeroSky
AC01199,A321neo,Airbus,244,2009,Maintenance,NovaAir
AC01200,B737-800,Boeing,189,2018,Maintenance,AeroSky
